Latitude,Longitude,Pays,Ville_Proche,Region
48.7658637,-117.2983501,United States of America,Colville,North America
48.776253,-96.159399,United States of America,Thief River Falls,North America
48.7834733,-77.9651175,Canada,Amos,North America
48.792493,44.4409578,Russia,Volgograd,Europe East
48.7962376,9.6014796,Germany,Stuttgart,Europe West
48.8001221,9.0766846,Germany,Stuttgart,Europe West
48.8162156,-105.0459602,United States of America,Sidney,North America
48.823666,-68.9516487,Canada,Rimouski,North America
48.8344457,-99.8188377,United States of America,Brandon,North America
48.8436277,-70.3368453,Canada,Chicoutimi,North America
48.849046,-99.69677,United States of America,Brandon,North America
48.8538477,-0.6676976,France,Caen,Europe West
48.8574354,-0.557222,France,Caen,Europe West
48.8576557,1.7898228,France,Versailles,Europe West
48.8597144,135.9736266,Russia,Khabarovsk,Europe East
48.8624271,-122.5139321,United States of America,Ferndale,North America
48.8738834,-87.5379303,Canada,Nipigon,North America
48.8789138,7.0517083,France,Saarbrücken,Europe West
48.8912143,6.0897802,France,Nancy,Europe West
48.9034889,6.3477542,France,Nancy,Europe West
48.908891,-103.404835,United States of America,Williston,North America
48.9373115,-79.1834659,Canada,La Sarre,North America
48.9374142,8.9596512,Germany,Stuttgart,Europe West
48.938354,3.247794,France,Melun,Europe West
48.9518226,5.867191,France,Metz,Europe West
48.958665,-0.5073612,France,Caen,Europe West
48.965936,-101.431508,United States of America,Minot AFB,North America
48.9737457,1.4383616,France,Rouen,Europe West
48.9789012,-99.3570493,United States of America,Devils Lake,North America
48.9793019,9.5808351,Germany,Stuttgart,Europe West
49.0094867,-79.2348891,Canada,La Sarre,North America
49.0154793,8.3441318,Germany,Karlsruhe,Europe West
49.0226632,3.2891647,France,Reims,Europe West
49.0259104,-123.8850723,Canada,Nanaimo,North America
49.0379899,11.3577619,Germany,Ingolstadt,Europe West
49.0417265,-66.8517937,Canada,Cap-Chat,North America
49.051932,7.3006017,France,Saarbrücken,Europe West
49.056617,140.1347678,Russia,Vanino,Europe East
49.0572738,-112.5661259,Canada,Lethbridge,North America
49.0630274,-120.7676359,Canada,Chilliwack,North America
49.0805975,-77.0210535,Canada,Matagami,North America
49.0915174,-116.466464,Canada,Creston,North America
49.093555,1.484474,France,Rouen,Europe West
49.0990578,10.6081615,Germany,Fürth,Europe West
49.0994036,9.7546426,Germany,Stuttgart,Europe West
49.1032904,-117.8195287,Canada,Colville,North America
49.1051622,-66.4683306,Canada,Cap-Chat,North America
49.1523874,-55.3885161,Canada,La Scie,North America
49.1591117,-111.7298378,Canada,Lethbridge,North America
49.1754063,3.1289429,France,Melun,Europe West
49.1857767,-57.4648004,Canada,Deer Lake,North America
49.1897786,6.0066401,France,Metz,Europe West
49.1899415,7.9234604,Germany,Karlsruhe,Europe West
49.1939817,-88.2160065,Canada,Nipigon,North America
49.1946248,7.6199362,Germany,Strasbourg,Europe West
49.1994126,-93.9508083,Canada,Kenora,North America
49.2029651,-98.228892,Canada,Winnipeg,North America
49.2113859,0.3296971,France,Le Havre,Europe West
49.2142531,-0.1864376,France,Caen,Europe West
49.2151957,-96.2955918,Canada,Steinbach,North America
49.2376095,6.1697019,France,Metz,Europe West
49.240883,2.8897252,France,Paris,Europe West
49.2504895,-0.3904147,France,Caen,Europe West
49.2519637,-101.2566488,Canada,Minot AFB,North America
49.2586796,-55.064044,Canada,Gander,North America
49.2663614,-73.7164306,Canada,Baie-du-Poste,North America
49.269598,1.8868449,France,Versailles,Europe West
49.2777072,-122.6671613,Canada,Blaine,North America
49.2847361,2.8776127,France,Paris,Europe West
49.2881005,-1.2547192,France,Cherbourg,Europe West
49.2902439,7.6039389,Germany,Saarbrücken,Europe West
49.2956648,11.4594249,Germany,Nuremberg,Europe West
49.2969231,4.3138802,France,Reims,Europe West
49.3045056,-105.3892675,Canada,Moose Jaw,North America
49.3350673,-0.4231383,France,Caen,Europe West
49.3363294,20.9032066,Poland,Prešov,Europe West
49.3492257,-107.6654145,Canada,Swift Current,North America
49.3504758,-124.160791,Canada,Nanaimo,North America
49.3550382,-98.9863125,Canada,Brandon,North America
49.3551094,10.6136377,Germany,Fürth,Europe West
49.3565099,-107.3292921,Canada,Swift Current,North America
49.3580809,-57.5469136,Canada,Deer Lake,North America
49.3598618,142.8624673,Russia,Poronaysk,Europe East
49.3772132,5.6842531,France,Esch-sur-Alzette,Europe West
49.3793715,-116.7280459,Canada,Creston,North America
49.3827428,-112.6957916,Canada,Lethbridge,North America
49.3843415,-98.3184006,Canada,Winnipeg,North America
49.3938301,8.8005287,Germany,Heidelberg,Europe West
49.4009508,5.8536623,France,Esch-sur-Alzette,Europe West
49.41777,-110.259408,Canada,Medicine Hat,North America
49.4209512,0.2327653,France,Le Havre,Europe West
49.4290595,136.7485911,Russia,Amursk,Europe East
49.4422744,-121.4363651,Canada,Chilliwack,North America
49.4428526,137.4099095,Russia,Amursk,Europe East
49.4432993,-97.3682648,Canada,Winnipeg,North America
49.443913,-96.3583421,Canada,Steinbach,North America
49.44736,7.7698495,Germany,Mannheim,Europe West
49.4571478,7.8712847,Germany,Mannheim,Europe West
49.4619779,2.0676602,France,Amiens,Europe West
49.4631732,-57.6594191,Canada,Deer Lake,North America
49.4649869,-112.7406961,Canada,Lethbridge,North America
49.4729235,-91.9386777,Canada,Sioux Lookout,North America
49.4791814,1.0360664,France,Rouen,Europe West
49.4968313,-115.3692985,Canada,Cranbrook,North America
49.5037113,22.0305123,Poland,Rzeszów,Europe West
49.5071983,-123.906248,Canada,Nanaimo,North America
49.5100057,5.3971594,France,Arlon,Europe West
49.5191515,1.1329703,France,Rouen,Europe West
49.5204336,-1.4553059,France,Cherbourg,Europe West
49.5217306,-114.0432247,Canada,Whitefish,North America
49.5287251,-109.0988242,Canada,Havre,North America
49.5363782,-106.3055176,Canada,Moose Jaw,North America
49.5628937,22.5291814,Poland,Rzeszów,Europe West
49.5687642,-115.9426585,Canada,Cranbrook,North America
49.5724717,-119.6235681,Canada,Penticton,North America
49.5818041,-107.3114754,Canada,Swift Current,North America
49.5912447,0.896354,France,Rouen,Europe West
49.5964324,-99.6923829,Canada,Brandon,North America
49.6039209,8.6478355,Germany,Heidelberg,Europe West
49.6196535,-109.9389759,Canada,Medicine Hat,North America
49.6211876,-57.0074486,Canada,Deer Lake,North America
49.6322176,1.8231425,France,Amiens,Europe West
49.6464305,0.367528,France,Le Havre,Europe West
49.646626,-102.5031076,Canada,Melville,North America
49.6478312,-98.6131689,Canada,Brandon,North America
49.6550986,-113.0725541,Canada,Lethbridge,North America
49.659798,-113.551144,Canada,Lethbridge,North America
49.6605328,11.0667814,Germany,Fürth,Europe West
49.6663238,-110.4738623,Canada,Medicine Hat,North America
49.6674004,137.1127726,Russia,Amursk,Europe East
49.6682321,-103.4290911,Canada,Weyburn,North America
49.671686,-114.7799608,Canada,Cranbrook,North America
49.672798,21.1648278,Poland,Prešov,Europe West
49.681495,-117.1452115,Canada,Nelson,North America
49.690561,-121.4136943,Canada,Chilliwack,North America
49.6959035,-97.4590268,Canada,Winnipeg,North America
49.6963997,-106.7254518,Canada,Swift Current,North America
49.7117738,-96.990199,Canada,Winnipeg,North America
49.7272364,-110.6814283,Canada,Medicine Hat,North America
49.7275631,2.3071638,France,Amiens,Europe West
49.7277752,-111.2915464,Canada,Medicine Hat,North America
49.7312566,20.3181244,Poland,Kraków,Europe West
49.7367846,-77.4396087,Canada,Matagami,North America
49.7381043,-105.3937657,Canada,Moose Jaw,North America
49.7388086,-84.2907728,Canada,Hearst,North America
49.7414541,-109.4745431,Canada,Havre,North America
49.7422255,10.1811432,Germany,Würzburg,Europe West
49.7628936,-85.394932,Canada,Marathon,North America
49.7636509,-104.6016396,Canada,Regina,North America
49.7763022,-100.7357748,Canada,Brandon,North America
49.7783256,-100.4783857,Canada,Brandon,North America
49.7830202,-97.2767617,Canada,Winnipeg,North America
49.7858302,-109.9348921,Canada,Medicine Hat,North America
49.7927461,4.4149997,France,Charleroi,Europe West
49.792839,20.5999442,Poland,Kraków,Europe West
49.7950747,3.1395742,France,Arras,Europe West
49.8020019,-86.9176776,Canada,Geraldton,North America
49.8153514,9.6366439,Germany,Würzburg,Europe West
49.8156022,2.6232752,France,Amiens,Europe West
49.8166637,88.9569291,Russia,Ölgiy,Europe East
49.8180361,39.4355433,Russia,Alekseyevka,Europe East
49.8244145,-98.6194718,Canada,Brandon,North America
49.8247408,4.2259552,France,Reims,Europe West
49.8259937,2.0486687,France,Amiens,Europe West
49.8343929,-102.2973957,Canada,Melville,North America
49.8439438,-107.5853504,Canada,Swift Current,North America
49.8512414,-99.7001074,Canada,Brandon,North America
49.852983,4.210323,France,Charleroi,Europe West
49.8666631,19.0971978,Poland,Katowice,Europe West
49.8707165,-113.0843339,Canada,Lethbridge,North America
49.8734753,-113.3439838,Canada,Lethbridge,North America
49.8742002,-97.0879667,Canada,Winnipeg,North America
49.8742617,2.3992911,France,Amiens,Europe West
49.8751742,-99.1899724,Canada,Brandon,North America
49.9102143,11.6609283,Germany,Hof,Europe West
49.9167969,1.0277195,France,Dieppe,Europe West
49.9226712,19.132115,Poland,Katowice,Europe West
49.9240799,1.1057679,France,Dieppe,Europe West
49.925342,3.1681523,France,Arras,Europe West
49.9254194,4.522297,France,Charleroi,Europe West
49.933262,-55.5932977,Canada,La Scie,North America
49.9396551,18.3178138,Poland,Ostrava,Europe West
49.9467502,-6.3305455,United Kingdom,Hugh Town,Europe West
49.9549285,-110.0050472,Canada,Medicine Hat,North America
49.9575018,1.1872892,France,Dieppe,Europe West
49.9628223,-113.9631418,Canada,Calgary,North America
49.9869122,-95.5150469,Canada,Kenora,North America
49.9876214,46.1784553,Russia,Pallasovka,Europe East
49.9882973,1.5493601,France,Dieppe,Europe West
49.9895316,-107.0287094,Canada,Swift Current,North America
49.9903005,-97.241184,Canada,Winnipeg,North America
49.9971967,2.648491,France,Arras,Europe West
5.2367166,-75.5641812,Colombia,Manizales,South America
5.2405298,-73.1490701,Colombia,Tunja,South America
5.3650307,-75.4727107,Colombia,Manizales,South America
5.4057375,-74.6636502,Colombia,Honda,South America
5.4667173,-72.4726443,Colombia,Yopal,South America
5.4811876,-73.9943737,Colombia,Chiquinquirá,South America
5.7955984,-71.9400153,Colombia,Yopal,South America
5.83687,-71.9226554,Colombia,Tame,South America
5.8660667,-74.6752068,Colombia,Sonsón,South America
5.9874161,-73.7700104,Colombia,Chiquinquirá,South America
50.0115426,18.4749184,Poland,Ostrava,Europe West
50.016266,1.5762082,France,Dieppe,Europe West
50.0187344,-107.5746758,Canada,Swift Current,North America
50.0192463,-113.3450387,Canada,Lethbridge,North America
50.0265494,-117.1041908,Canada,Nelson,North America
50.0273327,22.0336654,Poland,Rzeszów,Europe West
50.0470538,-105.1686242,Canada,Moose Jaw,North America
50.050948,21.9973357,Poland,Rzeszów,Europe West
50.0520737,-97.862544,Canada,Winnipeg,North America
50.0651267,-56.1522537,Canada,La Scie,North America
50.06555,3.4057411,France,Mons,Europe West
50.0666722,-5.5817132,United Kingdom,Penzance,Europe West
50.0769488,-110.4598368,Canada,Medicine Hat,North America
50.0770831,-112.4727807,Canada,Lethbridge,North America
50.0822421,19.1595934,Poland,Katowice,Europe West
50.103916,-108.0070374,Canada,Swift Current,North America
50.1085081,20.5786894,Poland,Kraków,Europe West
50.1093387,137.1856511,Russia,Amursk,Europe East
50.1097649,10.2703827,Germany,Würzburg,Europe West
50.1210598,-56.1348212,Canada,La Scie,North America
50.1255936,-115.5189986,Canada,Cranbrook,North America
50.1345312,-104.3717475,Canada,Regina,North America
50.1346322,-103.0299658,Canada,Melville,North America
50.1353737,10.0350247,Germany,Würzburg,Europe West
50.1419674,2.5013742,France,Amiens,Europe West
50.1509356,-5.6867682,United Kingdom,Penzance,Europe West
50.1518943,10.8970278,Germany,Coburg,Europe West
50.1569093,-97.2527106,Canada,Winnipeg,North America
50.1608379,-5.5409599,United Kingdom,Penzance,Europe West
50.1652093,-105.2640187,Canada,Moose Jaw,North America
50.1679428,9.1223132,Germany,Frankfurt,Europe West
50.1713671,19.4701443,Poland,Katowice,Europe West
50.1728871,-5.4409757,United Kingdom,Penzance,Europe West
50.1928725,-103.0935193,Canada,Melville,North America
50.1960722,40.3680743,Russia,Millerovo,Europe East
50.2011225,21.8732739,Poland,Rzeszów,Europe West
50.2077893,2.5306934,France,Arras,Europe West
50.222877,-99.2434143,Canada,Brandon,North America
50.2304747,18.7800121,Poland,Gliwice,Europe West
50.2410773,-97.7152311,Canada,Winnipeg,North America
50.2695352,-3.7520779,United Kingdom,Torquay,Europe West
50.2708538,-110.2567275,Canada,Medicine Hat,North America
50.2709004,20.2157923,Poland,Kraków,Europe West
50.2736105,19.9061969,Poland,Kraków,Europe West
50.281297,11.6214401,Germany,Hof,Europe West
50.2902238,6.9609427,Germany,Bonn,Europe West
50.2987859,127.8390148,Russia,Blagoveshchensk,Europe East
50.3011756,18.6641959,Poland,Gliwice,Europe West
50.309302,-3.6297666,United Kingdom,Torquay,Europe West
50.3094944,-104.7554799,Canada,Regina,North America
50.331361,21.4430818,Poland,Rzeszów,Europe West
50.3533763,-107.2194184,Canada,Swift Current,North America
50.3557689,38.6505294,Russia,Alekseyevka,Europe East
50.368406,-102.4415732,Canada,Melville,North America
50.3709715,-119.8873402,Canada,Kamloops,North America
50.3711962,-81.525252,Canada,Moosonee,North America
50.3732005,-99.8154372,Canada,Brandon,North America
50.3774319,-122.7153029,Canada,Lillooet,North America
50.3835853,-74.3677944,Canada,Baie-du-Poste,North America
50.3843337,16.2579149,Poland,Hradec Králové,Europe West
50.3883553,8.7033001,Germany,Gießen,Europe West
50.3932865,3.5338826,France,Mons,Europe West
50.3970602,-108.3614759,Canada,Swift Current,North America
50.3972509,-110.0507668,Canada,Medicine Hat,North America
50.3975508,18.9944995,Poland,Bytom,Europe West
50.4122279,-5.1222391,United Kingdom,Truro,Europe West
50.4134266,-102.9350266,Canada,Melville,North America
50.417356,104.1308427,Russia,Slyudyanka,Europe East
50.4263971,-110.0965701,Canada,Medicine Hat,North America
50.4264064,-110.0736584,Canada,Medicine Hat,North America
50.4291541,39.1947956,Russia,Alekseyevka,Europe East
50.4370277,103.7923065,Russia,Slyudyanka,Europe East
50.4475266,-127.4931929,Canada,Port Hardy,North America
50.4478468,-119.2045561,Canada,Kelowna,North America
50.4479077,-97.1654425,Canada,Gimli,North America
50.4481973,22.1543678,Poland,Rzeszów,Europe West
50.4528769,19.2518333,Poland,Katowice,Europe West
50.4531754,19.5269359,Poland,Katowice,Europe West
50.4615364,40.1013268,Russia,Alekseyevka,Europe East
50.4688985,-100.7154739,Canada,Dauphin,North America
50.4740871,17.9653,Poland,Opole,Europe West
50.4759087,3.2441627,France,Lille,Europe West
50.4766014,17.3355537,Poland,Opole,Europe West
50.492245,-97.0380628,Canada,Gimli,North America
50.4930322,12.1028744,Germany,Hof,Europe West
50.4934568,19.4921082,Poland,Katowice,Europe West
50.494778,2.1280713,France,Calais,Europe West
50.4962063,-99.9139794,Canada,Brandon,North America
50.4970097,86.576824,Russia,Gorno-Altaysk,Europe East
50.4972122,-3.537155,United Kingdom,Torquay,Europe West
50.5023553,-57.4386645,Canada,Forteau Bay,North America
50.5114794,-104.2284173,Canada,Regina,North America
50.5206266,-4.8242881,United Kingdom,Truro,Europe West
50.5289851,3.206192,France,Lille,Europe West
50.5390975,2.8099224,France,Arras,Europe West
50.5402374,11.9287586,Germany,Hof,Europe West
50.5442803,3.2415099,France,Lille,Europe West
50.5497846,18.0332773,Poland,Opole,Europe West
50.5619896,94.9362592,Russia,Kyzyl,Europe East
50.5775497,2.8518065,France,Lille,Europe West
50.5892104,107.5584229,Russia,Kyakhta,Europe East
50.5936877,21.606918,Poland,Rzeszów,Europe West
50.6076223,-127.5154105,Canada,Port Hardy,North America
50.6089558,3.2366305,France,Lille,Europe West
50.6105851,2.0069486,France,Calais,Europe West
50.6242014,-100.5549464,Canada,Dauphin,North America
50.6257136,2.7726036,France,Lille,Europe West
50.6354528,-115.0237019,Canada,Banff,North America
50.6370993,-120.1061203,Canada,Kamloops,North America
50.6385593,18.2847139,Poland,Opole,Europe West
50.6592775,84.9830487,Russia,Zyryanovsk,Europe East
50.6644435,18.3163308,Poland,Opole,Europe West
50.6651589,38.3060035,Russia,Alekseyevka,Europe East
50.6764974,16.3139359,Poland,Hradec Králové,Europe West
50.6807107,-3.4443676,United Kingdom,Exeter,Europe West
50.6989925,-74.7549784,Canada,Baie-du-Poste,North America
50.709731,-103.3345132,Canada,Melville,North America
50.7110436,13.4236016,Germany,Dresden,Europe West
50.7127215,-68.6768078,Canada,Baie-Comeau,North America
50.7135769,1.9778341,France,Calais,Europe West
50.7171976,-3.0726795,United Kingdom,Taunton,Europe West
50.7199758,-102.6454371,Canada,Melville,North America
50.7252685,-121.9160047,Canada,Lillooet,North America
50.7439789,-2.8256381,United Kingdom,Taunton,Europe West
50.7506291,-3.3951961,United Kingdom,Exeter,Europe West
50.7563537,107.8247884,Russia,Ulan-Ude,Europe East
50.7583925,7.0029278,Germany,Bonn,Europe West
50.7622065,36.1841552,Russia,Belgorod,Europe East
50.7672102,18.3787313,Poland,Opole,Europe West
50.7718909,1.9440954,France,Calais,Europe West
50.7779158,6.1504992,Germany,Maastricht,Europe West
50.7864882,19.1386293,Poland,Bytom,Europe West
50.7955414,-104.9309851,Canada,Regina,North America
50.8007992,-1.9483043,United Kingdom,Bournemouth,Europe West
50.811436,-3.749702,United Kingdom,Exeter,Europe West
50.8338352,-104.870477,Canada,Regina,North America
50.8375788,-4.3402737,United Kingdom,Plymouth,Europe West
50.8426485,-119.4282924,Canada,Kamloops,North America
50.8596957,-98.1573091,Canada,Gimli,North America
50.8599247,16.313829,Poland,Wrocław,Europe West
50.8693334,40.1303744,Russia,Voronezh,Europe East
50.8709415,18.4091543,Poland,Opole,Europe West
50.8745632,-100.0597969,Canada,Dauphin,North America
50.8850231,55.9767808,Russia,Sol’-Iletsk,Europe East
50.8892004,-75.2003977,Canada,Baie-du-Poste,North America
50.8957593,15.7396413,Poland,Liberec,Europe West
50.8974377,12.0771629,Germany,Gera,Europe West
50.9125004,6.6187621,Germany,Cologne,Europe West
50.9215707,-113.306999,Canada,Calgary,North America
50.9272035,-1.7946545,United Kingdom,Bournemouth,Europe West
50.9331553,0.8025126,United Kingdom,Maidstone,Europe West
50.9338261,-102.8234678,Canada,Melville,North America
50.945904,6.926656,Germany,Cologne,Europe West
50.9464214,14.9218951,Poland,Liberec,Europe West
50.9478379,10.7011459,Germany,Erfurt,Europe West
50.9640741,-101.3175789,Canada,Yorkton,North America
50.9794142,-111.5632149,Canada,Brooks,North America
50.9794794,-113.934742,Canada,Calgary,North America
50.9799271,14.6601853,Germany,Liberec,Europe West
50.9883288,110.7907997,Russia,Khilok,Europe East
50.9957675,7.1113112,Germany,Cologne,Europe West
51.00384,22.3393143,Poland,Lublin,Europe West
51.0085639,-111.2805959,Canada,Brooks,North America
51.0088434,18.5160604,Poland,Opole,Europe West
51.0137861,19.5553778,Poland,Łódź,Europe West
51.0220744,22.8501289,Poland,Lublin,Europe West
51.0233924,-97.2967927,Canada,Gimli,North America
51.0250119,13.2088378,Germany,Chemnitz,Europe West
51.0348924,2.465846,France,Calais,Europe West
51.0367154,-113.0841063,Canada,Calgary,North America
51.040118,-115.2662756,Canada,Banff,North America
51.0491748,-118.2171782,Canada,Revelstoke,North America
51.0507637,-114.0149328,Canada,Calgary,North America
51.0622497,-99.7803759,Canada,Dauphin,North America
51.0665239,36.0284204,Russia,Kursk,Europe East
51.0669463,15.0274163,Poland,Liberec,Europe West
51.067832,22.5247046,Poland,Lublin,Europe West
51.0691217,-4.1201959,United Kingdom,Abertawe,Europe West
51.0696794,-115.1180181,Canada,Banff,North America
51.0735329,-104.9593086,Canada,Regina,North America
51.0737827,2.5171303,France,Calais,Europe West
51.0803927,-97.6168085,Canada,Gimli,North America
51.0871884,1.1994242,United Kingdom,Dover,Europe West
51.0905709,-1.264601,United Kingdom,Winchester,Europe West
51.1071999,-2.459223,United Kingdom,Bath,Europe West
51.1147475,-0.2234472,United Kingdom,Sutton,Europe West
51.116477,-117.8921282,Canada,Revelstoke,North America
51.1323241,111.9541376,Russia,Khilok,Europe East
51.1413908,16.9570136,Poland,Wrocław,Europe West
51.1503734,-3.9972746,United Kingdom,Abertawe,Europe West
51.1614074,-98.3294008,Canada,Gimli,North America
51.1616037,0.8710147,United Kingdom,Maidstone,Europe West
51.1619225,-2.9208622,United Kingdom,Weston-super-Mare,Europe West
51.1632585,14.2126521,Germany,Dresden,Europe West
51.1656992,12.2480201,Germany,Leipzig,Europe West
51.1744349,13.3138502,Germany,Dresden,Europe West
51.1838094,6.5004374,Germany,Düsseldorf,Europe West
51.190959,6.0219915,Netherlands,Maastricht,Europe West
51.1965223,20.3904483,Poland,Kielce,Europe West
51.1975447,36.2841714,Russia,Kursk,Europe East
51.1979057,10.305149,Germany,Göttingen,Europe West
51.2016657,85.6104002,Russia,Gorno-Altaysk,Europe East
51.2136068,18.5086365,Poland,Opole,Europe West
51.2146738,-100.3285406,Canada,Dauphin,North America
51.2240241,-101.8853498,Canada,Yorkton,North America
51.2255543,38.9092706,Russia,Alekseyevka,Europe East
51.2317679,22.6160213,Poland,Lublin,Europe West
51.2331224,-0.1304073,United Kingdom,Sutton,Europe West
51.241509,-110.7954969,Canada,Medicine Hat,North America
51.2415098,-110.2142904,Canada,Kindersley,North America
51.2416852,-106.1904729,Canada,Saskatoon,North America
51.2437098,-97.0106049,Canada,Gimli,North America
51.2452258,20.9888091,Poland,Kielce,Europe West
51.2662746,58.5115204,Russia,Orsk,Europe East
51.2708091,-106.000004,Canada,Moose Jaw,North America
51.2776049,17.2365253,Poland,Wrocław,Europe West
51.2785881,106.5003858,Russia,Gusinoozërsk,Europe East
51.2803008,-113.960503,Canada,Calgary,North America
51.2845522,13.5424925,Germany,Dresden,Europe West
51.2887232,46.6856745,Russia,Engel’s,Europe East
51.2893702,128.4938245,Russia,Belogorsk,Europe East
51.3040554,55.4200822,Russia,Sol’-Iletsk,Europe East
51.3074976,15.5291157,Poland,Zielona Góra,Europe West
51.3101347,37.7158238,Russia,Staryy Oskol,Europe East
51.3128472,3.9094266,Netherlands,Gent,Europe West
51.3192045,-121.3449382,Canada,Lillooet,North America
51.32788,3.60921,Netherlands,Middelburg,Europe West
51.3313443,92.1732892,Russia,Ulaangom,Europe East
51.3325683,12.4209395,Germany,Leipzig,Europe West
51.3330434,3.80193,Netherlands,Middelburg,Europe West
51.3366557,35.5146208,Russia,L’gov,Europe East
51.3381727,-116.9429499,Canada,Lake Louise,North America
51.3401949,-2.930542,United Kingdom,Weston-super-Mare,Europe West
51.3427047,22.6240403,Poland,Lublin,Europe West
51.3566781,0.752947,United Kingdom,Southend-on-Sea,Europe West
51.3579303,-1.5723242,United Kingdom,Newbury,Europe West
51.3618326,20.7964623,Poland,Kielce,Europe West
51.378125,-0.4842768,United Kingdom,Slough,Europe West
51.3869961,-110.1531925,Canada,Kindersley,North America
51.3964722,20.1999378,Poland,Kielce,Europe West
51.398191,7.202712,Germany,Wuppertal,Europe West
51.4050247,40.0289066,Russia,Voronezh,Europe East
51.4080005,0.4994639,United Kingdom,Rochester,Europe West
51.4104106,7.4312478,Germany,Dortmund,Europe West
51.4156968,-116.1960472,Canada,Lake Louise,North America
51.4200239,13.060869,Germany,Chemnitz,Europe West
51.4235903,-2.8337082,United Kingdom,Weston-super-Mare,Europe West
51.4247721,42.1343767,Russia,Borisoglebsk,Europe East
51.426643,-2.4094684,United Kingdom,Bath,Europe West
51.4282802,39.3483067,Russia,Voronezh,Europe East
51.4292427,-121.2017777,Canada,Lillooet,North America
51.4342622,5.9767513,Netherlands,Eindhoven,Europe West
51.4369761,0.5687863,United Kingdom,Rochester,Europe West
51.4383218,14.2177518,Germany,Cottbus,Europe West
51.4399984,48.0788863,Russia,Balakovo,Europe East
51.4402147,107.5940522,Russia,Ulan-Ude,Europe East
51.4456211,-114.3298254,Canada,Calgary,North America
51.481907,-2.7977638,United Kingdom,Newport,Europe West
51.5048913,19.1223552,Poland,Łódź,Europe West
51.5152642,103.622696,Russia,Slyudyanka,Europe East
51.5178944,-2.3616706,United Kingdom,Bath,Europe West
51.5285249,16.9381961,Poland,Wrocław,Europe West
51.535075,-55.4490509,Canada,Saint Anthony,North America
51.5431798,11.1457858,Germany,Erfurt,Europe West
51.5447967,3.5079559,Netherlands,Middelburg,Europe West
51.5459057,4.6018931,Netherlands,Antwerp,Europe West
51.5487356,7.9565655,Germany,Dortmund,Europe West
51.5542008,20.0220171,Poland,Łódź,Europe West
51.5625535,18.8969591,Poland,Łódź,Europe West
51.5673286,0.4537618,United Kingdom,Grays,Europe West
51.5735548,19.1796479,Poland,Łódź,Europe West
51.5761169,15.5510872,Poland,Zielona Góra,Europe West
51.6010603,81.0867437,Russia,Rubtsovsk,Europe East
51.6069475,7.260651,Germany,Dortmund,Europe West
51.6070994,17.5287925,Poland,Wrocław,Europe West
51.6102727,13.8554458,Germany,Cottbus,Europe West
51.6104509,-3.3292186,United Kingdom,Ystrad Mynach,Europe West
51.6107978,14.0313763,Germany,Cottbus,Europe West
51.6121037,-99.6083589,Canada,Dauphin,North America
51.6137234,-1.4261055,United Kingdom,Oxford,Europe West
51.6169663,-4.2322389,United Kingdom,Caerfyrddin,Europe West
51.6488963,-113.2176072,Canada,Red Deer,North America
51.6511221,9.8271418,Germany,Göttingen,Europe West
51.6539646,-76.1898148,Canada,Matagami,North America
51.658816,35.6723767,Russia,L’gov,Europe East
51.6647839,8.4263092,Germany,Bielefeld,Europe West
51.6678562,13.3726483,Germany,Dresden,Europe West
51.6697121,0.7255066,United Kingdom,Southend-on-Sea,Europe West
51.6764373,3.7571928,Netherlands,Middelburg,Europe West
51.676545,6.1579679,Germany,Arnhem,Europe West
51.6770601,-3.9954236,United Kingdom,Abertawe,Europe West
51.6800249,81.3976406,Russia,Rubtsovsk,Europe East
51.6804495,11.4193929,Germany,Magdeburg,Europe West
51.6812795,15.4081115,Poland,Zielona Góra,Europe West
51.6836594,-0.3306621,United Kingdom,Harrow,Europe West
51.6844882,-76.093584,Canada,Matagami,North America
51.6846693,-4.1635951,United Kingdom,Abertawe,Europe West
51.6978282,89.9120557,Russia,Teeli,Europe East
51.7012143,9.2141686,Germany,Kassel,Europe West
51.7014157,16.9795795,Poland,Wrocław,Europe West
51.7053821,-3.9123092,United Kingdom,Abertawe,Europe West
51.7110101,102.7562236,Russia,Slyudyanka,Europe East
51.7291658,14.3409956,Germany,Cottbus,Europe West
51.7324847,-2.3808611,United Kingdom,Gloucester,Europe West
51.7325088,5.3490333,Netherlands,’s-Hertogenbosch,Europe West
51.733611,103.7094698,Russia,Slyudyanka,Europe East
51.740381,8.17006,Germany,Bielefeld,Europe West
51.7520653,-1.3659296,United Kingdom,Oxford,Europe West
51.7651303,-108.0121419,Canada,Biggar,North America
51.7709718,6.2855033,Germany,Arnhem,Europe West
51.782062,38.7066629,Russia,Voronezh,Europe East
51.7910712,19.4794611,Poland,Łódź,Europe West
51.7940491,-2.5394944,United Kingdom,Thornbury,Europe West
51.7950576,13.8823457,Germany,Cottbus,Europe West
51.8082451,19.3506913,Poland,Łódź,Europe West
51.8130976,21.9016597,Poland,Lublin,Europe West
51.8160999,21.9785221,Poland,Lublin,Europe West
51.8202774,15.3443969,Poland,Zielona Góra,Europe West
51.8373855,17.646984,Poland,Poznań,Europe West
51.8387437,40.79123,Russia,Kotovsk,Europe East
51.8432737,14.1134631,Germany,Cottbus,Europe West
51.8523572,4.7392165,Netherlands,Rotterdam,Europe West
51.8573798,-102.4305664,Canada,Yorkton,North America
51.8603567,8.5158105,Germany,Bielefeld,Europe West
